Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Potential_Yield,Yield_Gap,Gap_Trend
Rice,2006,Kharif     ,Delhi,7381.0,20815,462.7,942627.51,1623.82,2.82,3.2350000000000003,0.4150000000000005,-0.0553333333333339
Wheat,2006,Rabi       ,Delhi,17884.0,77885,462.7,2283965.64,3934.48,4.36,4.416,0.05600000000000005,-0.034804002760522666
Rice,2006,Kharif     ,Gujarat,655600.0,1045200,1056.2,83726676.0,144232.0,1.601875,3.1420606064,1.5401856064,-0.03721874456602503
Rice,2006,Summer     ,Gujarat,33700.0,96000,1056.2,4303827.0,7414.0,2.855555556,3.1420606064,0.28650505039999974,-0.03721874456602503
Wheat,2006,Rabi       ,Gujarat,1072300.0,2791500,1056.2,136943433.0,235906.0,2.5696,3.0332275,0.4636275000000003,-0.029867610732680034
Rice,2006,Kharif     ,Haryana,1042036.0,3371000,329.3,133078417.6,229247.92,2.8545,3.0865714284,0.23207142840000028,-0.02539124459924147
Wheat,2006,Rabi       ,Haryana,2377067.0,10059000,329.3,303575226.6,522954.74,4.062,4.736900433,0.6749004329999995,-0.037498547764244536
Wheat,2006,Rabi       ,Himachal Pradesh,362245.0,596493,1207.0,46262308.95,79693.9,1.6375,1.8347499997,0.19724999970000012,-0.006310316858826909
Rice,2006,Kharif     ,Madhya Pradesh,1674013.0,1389269,1072.3,213788200.2,368282.86,0.856666667,1.8426666667,0.9859999997,-0.04386481251071414
Wheat,2006,Rabi       ,Madhya Pradesh,4262382.0,7840446,1072.3,544348805.2,937724.04,1.73125,3.2639607844,1.5327107844,-0.07945078682031362
Rice,2006,Kharif     ,Maharashtra,1491300.0,2488600,1439.4,190453923.0,328086.0,1.166333333,2.5297916665,1.3634583335,-0.004910060240706449
Rice,2006,Summer     ,Maharashtra,38000.0,81100,1439.4,4852980.0,8360.0,2.176,2.5297916665,0.3537916664999998,-0.004910060240706449
Wheat,2006,Rabi       ,Maharashtra,1230800.0,1871000,1439.4,157185468.0,270776.0,1.451666667,1.6967999998,0.24513333280000005,-0.014068680620906084
Rice,2006,Kharif     ,Nagaland,163680.0,261920,1362.5,20903572.8,36009.6,1.595,2.703333333,1.1083333329999998,-0.05846861003677185
Rice,2006,Rabi       ,Nagaland,1000.0,1600,1362.5,127710.0,220.0,1.605,2.703333333,1.0983333329999998,-0.05846861003677185
Wheat,2006,Rabi       ,Nagaland,1500.0,1250,1362.5,191565.0,330.0,0.86,2.0675,1.2075,-0.006476481794960914
Rice,2006,Kharif     ,Punjab,2621000.0,10138000,569.6,334727910.0,576620.0,3.75,4.0065545456,0.25655454560000024,-0.030264221302923056
Wheat,2006,Rabi       ,Punjab,3467000.0,14596000,569.6,442770570.0,762740.0,4.148421053,5.0055454544,0.8571244014000001,-0.029615890455251995
Rice,2006,Kharif     ,Tripura,250939.0,628200,1764.3,32047419.69,55206.58,2.4225,3.109,0.6865000000000001,-0.007632106413994544
Wheat,2006,Rabi       ,Tripura,970.0,1845,1764.3,123878.7,213.4,1.885,2.2276428568,0.3426428568000002,-0.0058513337031468006
Rice,2006,Kharif     ,Uttar Pradesh,5902577.0,11082993,590.5,753818108.7,1298566.94,1.846,2.5863199999,0.7403199999000001,-0.022382130578575948
Rice,2006,Summer     ,Uttar Pradesh,18175.0,40620,590.5,2321129.25,3998.5,1.995,2.5863199999,0.5913199999000001,-0.022382130578575948
Wheat,2006,Rabi       ,Uttar Pradesh,9197642.0,25443428,590.5,1174630860.0,2023481.24,2.725428571,3.631626667,0.9061980959999998,-0.0330016622187964
Rice,2006,Kharif     ,Uttarakhand,273662.0,540128,1178.9,34949374.02,60205.64,1.645384615,3.563333333,1.917948718,-0.026755330127029565
Rice,2006,Rabi       ,Uttarakhand,9923.0,31208,1178.9,1267266.33,2183.06,3.145,3.563333333,0.4183333330000001,-0.026755330127029565
Wheat,2006,Rabi       ,Uttarakhand,377870.0,796548,1178.9,48257777.7,83131.4,1.760769231,2.216153846,0.45538461500000005,-0.02716342003107162
Rice,2006,Autumn     ,Jharkhand,183635.05,254351,1465.1,23452032.24,40399.711,1.274545455,1.817916667,0.543371212,-0.013243453171185455
Rice,2006,Winter     ,Jharkhand,995583.37,1175595,1465.1,127145952.2,219028.3414,1.208181818,1.817916667,0.6097348490000001,-0.013243453171185455
Wheat,2006,Rabi       ,Jharkhand,124418.04,163905,1465.1,15889427.89,27371.9688,1.280454545,2.0730833334,0.7926287884000001,-0.03585568697142837
Rice,2007,Kharif     ,Andhra Pradesh,2578000.0,8191000,1004.2,343905200.0,412480.0,3.094545455,3.606538462,0.511993007,-0.040348145789222745
Rice,2007,Rabi       ,Andhra Pradesh,1406000.0,5133000,1004.2,187560400.0,224960.0,3.159090909,3.606538462,0.44744755299999994,-0.040348145789222745
Wheat,2007,Rabi       ,Andhra Pradesh,8000.0,8000,1004.2,1067200.0,1280.0,1.0,1.2896666668999999,0.28966666689999987,0.0010057755036590808
Rice,2007,Autumn     ,Bihar,524266.0,318517,1600.2,69937084.4,83882.56,0.617,2.4173135014000002,1.8003135014000002,-0.03139790996179946
Rice,2007,Summer     ,Bihar,110440.0,172291,1600.2,14732696.0,17670.4,1.416666667,2.4173135014000002,1.0006468344000001,-0.03139790996179946
Rice,2007,Winter     ,Bihar,2842665.0,3967956,1600.2,379211511.0,454826.4,1.260789474,2.4173135014000002,1.1565240274000002,-0.03139790996179946
Wheat,2007,Rabi       ,Bihar,2131232.0,4977463,1600.2,284306348.8,340997.12,2.228421053,2.8600526312000003,0.6316315782000004,-0.03770118343832975
Rice,2007,Kharif     ,Chhattisgarh,3902881.0,5634972,1246.2,520644325.4,624460.96,1.393888889,1.9303095241,0.5364206350999998,-0.03818290138278522
Wheat,2007,Rabi       ,Chhattisgarh,95020.0,104548,1246.2,12675668.0,15203.2,1.299444444,1.6692307694000001,0.3697863254000002,-0.026485417028806763
Rice,2007,Kharif     ,Gujarat,726000.0,1376300,1021.6,96848400.0,116160.0,1.8325,3.1420606064,1.3095606063999998,-0.03721874456602503
Rice,2007,Summer     ,Gujarat,32600.0,97900,1021.6,4348840.0,5216.0,3.043333333,3.1420606064,0.09872727339999976,-0.03721874456602503
Wheat,2007,Rabi       ,Gujarat,1273900.0,3837700,1021.6,169938260.0,203824.0,2.9304,3.0332275,0.10282750000000007,-0.029867610732680034
Wheat,2007,Rabi       ,Haryana,2460680.0,10232000,443.8,328254712.0,393708.8,4.036,4.736900433,0.7009004330000002,-0.037498547764244536
Wheat,2007,Rabi       ,Himachal Pradesh,366592.0,504360,1095.4,48903372.8,58654.72,1.500833333,1.8347499997,0.3339166667,-0.006310316858826909
Rice,2007,Kharif     ,Madhya Pradesh,1634912.0,1325175,740.4,218097260.8,261585.92,0.875,1.8426666667,0.9676666667,-0.04386481251071414
Wheat,2007,Rabi       ,Madhya Pradesh,4089343.0,6729363,740.4,545518356.2,654294.88,1.548958333,3.2639607844,1.7150024514,-0.07945078682031362
Rice,2007,Kharif     ,Maharashtra,1535300.0,2912800,1257.2,204809020.0,245648.0,1.377241379,2.5297916665,1.1525502875,-0.004910060240706449
Rice,2007,Summer     ,Maharashtra,41400.0,98700,1257.2,5522760.0,6624.0,2.486,2.5297916665,0.04379166649999977,-0.004910060240706449
Rice,2007,Autumn     ,Meghalaya,32604.0,37918,4702.0,4349373.6,5216.64,1.498571429,2.5521818184,1.0536103893999997,-0.04611595517529644
Rice,2007,Summer     ,Meghalaya,11546.0,48132,4702.0,1540236.4,1847.36,2.022857143,2.5521818184,0.5293246753999998,-0.04611595517529644
Rice,2007,Winter     ,Meghalaya,62170.0,114027,4702.0,8293478.0,9947.2,1.812857143,2.5521818184,0.7393246753999998,-0.04611595517529644
Wheat,2007,Rabi       ,Meghalaya,622.0,1120,4702.0,82974.8,99.52,1.2425,1.6378,0.3953,-0.00508177570093457
Rice,2007,Kharif     ,Nagaland,166000.0,308800,1769.0,22144400.0,26560.0,1.8275,2.703333333,0.8758333329999999,-0.05846861003677185
Rice,2007,Rabi       ,Nagaland,1500.0,2500,1769.0,200100.0,240.0,1.66,2.703333333,1.0433333329999999,-0.05846861003677185
Wheat,2007,Rabi       ,Nagaland,1150.0,1800,1769.0,153410.0,184.0,1.56375,2.0675,0.5037499999999999,-0.006476481794960914
Rice,2007,Kharif     ,Punjab,2610000.0,10489000,527.2,348174000.0,417600.0,3.968,4.0065545456,0.03855454560000027,-0.030264221302923056
Wheat,2007,Rabi       ,Punjab,3488000.0,15720000,527.2,465299200.0,558080.0,4.4775,5.0055454544,0.5280454544,-0.029615890455251995
Rice,2007,Kharif     ,Tripura,252897.0,640424,2831.8,33736459.8,40463.52,2.4375,3.109,0.6715,-0.007632106413994544
Wheat,2007,Rabi       ,Tripura,1023.0,1889,2831.8,136468.2,163.68,1.88,2.2276428568,0.3476428568000003,-0.0058513337031468006
Rice,2007,Kharif     ,Uttar Pradesh,5690539.0,11731754,672.9,759117902.6,910486.24,1.962,2.5863199999,0.6243199999000002,-0.022382130578575948
Rice,2007,Summer     ,Uttar Pradesh,18849.0,48358,672.9,2514456.6,3015.84,2.152142857,2.5863199999,0.4341771429000003,-0.022382130578575948
Wheat,2007,Rabi       ,Uttar Pradesh,9114880.0,25679089,672.9,1215924992.0,1458380.8,2.723571429,3.631626667,0.9080552379999998,-0.0330016622187964
Rice,2007,Kharif     ,Uttarakhand,259805.0,523203,1924.3,34657987.0,41568.8,1.709230769,3.563333333,1.8541025640000002,-0.026755330127029565
Rice,2007,Summer     ,Uttarakhand,12364.0,41864,1924.3,1649357.6,1978.24,3.423333333,3.563333333,0.14000000000000012,-0.026755330127029565
Wheat,2007,Rabi       ,Uttarakhand,372919.0,798233,1924.3,49747394.6,59667.04,1.673846154,2.216153846,0.5423076920000001,-0.02716342003107162
Rice,2007,Autumn     ,Jharkhand,183323.17,163692,1444.7,24455310.88,29331.7072,0.899047619,1.817916667,0.918869048,-0.013243453171185455
Rice,2007,Winter     ,Jharkhand,1014731.14,1306932,1444.7,135365134.1,162356.9824,1.306363636,1.817916667,0.511553031,-0.013243453171185455
Wheat,2007,Rabi       ,Jharkhand,54845.72,68534,1444.7,7316419.048,8775.3152,1.432727273,2.0730833334,0.6403560604,-0.03585568697142837
Rice,2008,Autumn     ,Bihar,546872.0,727414,1197.7,78224570.88,49218.48,1.230344828,2.4173135014000002,1.1869686734000002,-0.03139790996179946
Rice,2008,Summer     ,Bihar,105526.0,178240,1197.7,15094439.04,9497.34,1.641,2.4173135014000002,0.7763135014000002,-0.03139790996179946
Rice,2008,Winter     ,Bihar,2842875.0,4684328,1197.7,406644840.0,255858.75,1.545789474,2.4173135014000002,0.8715240274000002,-0.03139790996179946
Wheat,2008,Rabi       ,Bihar,2158345.0,4413017,1197.7,308729668.8,194251.05,1.984473684,2.8600526312000003,0.8755789472000004,-0.03770118343832975
Rice,2008,Kharif     ,Chhattisgarh,3928815.0,4707499,1117.9,561977697.6,353593.35,1.198333333,1.9303095241,0.7319761911,-0.03818290138278522
Wheat,2008,Rabi       ,Chhattisgarh,94834.0,97424,1117.9,13565055.36,8535.06,1.15,1.6692307694000001,0.5192307694000002,-0.026485417028806763
Rice,2008,Kharif     ,Gujarat,722100.0,1225500,746.1,103289184.0,64989.0,1.615294118,3.1420606064,1.5267664883999998,-0.03721874456602503
Rice,2008,Summer     ,Gujarat,25200.0,77400,746.1,3604608.0,2268.0,2.921111111,3.1420606064,0.22094949539999975,-0.03721874456602503
Wheat,2008,Rabi       ,Gujarat,1091400.0,2592600,746.1,156113856.0,98226.0,2.349615385,3.0332275,0.6836121150000003,-0.029867610732680034
Rice,2008,Kharif     ,Haryana,1211149.0,3299000,715.6,173242753.0,109003.41,2.569,3.0865714284,0.5175714284000001,-0.02539124459924147
Wheat,2008,Rabi       ,Haryana,2461420.0,11360000,715.6,352081516.8,221527.8,4.437142857,4.736900433,0.2997575759999993,-0.037498547764244536
Rice,2008,Kharif     ,Himachal Pradesh,77709.0,118277,1357.1,11115495.36,6993.81,1.6,1.6833636360000002,0.08336363600000007,-0.008601833320900254
Wheat,2008,Rabi       ,Himachal Pradesh,359961.0,381180,1357.1,51488821.44,32396.49,1.080833333,1.8347499997,0.7539166667000001,-0.006310316858826909
Rice,2008,Kharif     ,Madhya Pradesh,1706557.0,1571103,895.0,244105913.3,153590.13,0.911020408,1.8426666667,0.9316462587000001,-0.04386481251071414
Wheat,2008,Rabi       ,Madhya Pradesh,3997666.0,7272210,895.0,571826144.6,359789.94,1.764,3.2639607844,1.4999607844,-0.07945078682031362
Rice,2008,Kharif     ,Maharashtra,1499500.0,2234300,1052.8,214488480.0,134955.0,1.170740741,2.5297916665,1.3590509255,-0.004910060240706449
Rice,2008,Summer     ,Maharashtra,22000.0,53200,1052.8,3146880.0,1980.0,2.421111111,2.5297916665,0.10868055549999989,-0.004910060240706449
Wheat,2008,Rabi       ,Maharashtra,1021800.0,1516400,1052.8,146158272.0,91962.0,1.431666667,1.6967999998,0.26513333280000007,-0.014068680620906084
Rice,2008,Kharif     ,Manipur,210990.0,518250,1134.8,30180009.6,18989.1,2.134444444,2.3375555556,0.20311111159999973,0.004299556429973661
Wheat,2008,Rabi       ,Manipur,2050.0,5120,1134.8,293232.0,184.5,2.495,2.503333333,0.008333332999999943,-0.012024793398530511
Rice,2008,Kharif     ,Nagaland,173100.0,345090,1540.9,24760224.0,15579.0,1.964545455,2.703333333,0.7387878779999997,-0.05846861003677185
Wheat,2008,Rabi       ,Nagaland,1380.0,2070,1540.9,197395.2,124.2,1.502222222,2.0675,0.5652777779999998,-0.006476481794960914
Rice,2008,Kharif     ,Punjab,2735000.0,11000000,691.3,391214400.0,246150.0,3.9855,4.0065545456,0.021054545600000196,-0.030264221302923056
Wheat,2008,Rabi       ,Punjab,3466000.0,15733000,691.3,495776640.0,311940.0,4.5035,5.0055454544,0.5020454544000001,-0.029615890455251995
Rice,2008,Kharif     ,Tripura,242966.0,627175,1827.8,34753856.64,21866.94,2.525,3.109,0.5840000000000001,-0.007632106413994544
Wheat,2008,Rabi       ,Tripura,635.0,1195,1827.8,90830.4,57.15,1.905,2.2276428568,0.32264285680000016,-0.0058513337031468006
Rice,2008,Kharif     ,Uttar Pradesh,6011761.0,13051365,891.6,859922293.4,541058.49,2.124428571,2.5863199999,0.4618914289,-0.022382130578575948
Rice,2008,Summer     ,Uttar Pradesh,21621.0,45666,891.6,3092667.84,1945.89,2.095,2.5863199999,0.49131999989999997,-0.022382130578575948
Wheat,2008,Rabi       ,Uttar Pradesh,9513039.0,28554178,891.6,1360745099.0,856173.51,2.959857143,3.631626667,0.6717695240000001,-0.0330016622187964
Rice,2008,Kharif     ,Uttarakhand,275711.0,528524,1363.7,39437701.44,24813.99,1.627692308,3.563333333,1.935641025,-0.026755330127029565
Rice,2008,Summer     ,Uttarakhand,12654.0,39797,1363.7,1810028.16,1138.86,3.1,3.563333333,0.463333333,-0.026755330127029565
Wheat,2008,Rabi       ,Uttarakhand,379081.0,770934,1363.7,54223746.24,34117.29,1.491538462,2.216153846,0.724615384,-0.02716342003107162
Wheat,2008,Rabi       ,Jammu and Kashmir,274022.0,492140,1390.1,39196106.88,24661.98,1.435714286,1.7551142860000002,0.31940000000000013,-0.030876590976433554
Rice,2008,Autumn     ,Jharkhand,188422.33,162674,1295.2,26951930.08,16958.0097,0.868695652,1.817916667,0.949221015,-0.013243453171185455
Rice,2008,Winter     ,Jharkhand,1008437.16,1333906,1295.2,144246851.4,90759.3444,1.39125,1.817916667,0.4266666669999999,-0.013243453171185455
Wheat,2008,Rabi       ,Jharkhand,58602.34,79871,1295.2,8382478.714,5274.2106,1.43625,2.0730833334,0.6368333334,-0.03585568697142837
Rice,2009,Autumn     ,Bihar,525890.0,471321,889.3,81944179.8,89401.3,0.905666667,2.4173135014000002,1.5116468344000002,-0.03139790996179946
Rice,2009,Summer     ,Bihar,95682.0,176656,889.3,14909169.24,16265.94,1.492083333,2.4173135014000002,0.9252301684000002,-0.03139790996179946
Rice,2009,Winter     ,Bihar,2502458.0,2992233,889.3,389933005.6,425417.86,1.105526316,2.4173135014000002,1.3117871854000003,-0.03139790996179946
Wheat,2009,Rabi       ,Bihar,2116098.0,4403841,889.3,329730390.4,359736.66,2.076315789,2.8600526312000003,0.7837368422000002,-0.03770118343832975
Rice,2009,Kharif     ,Chhattisgarh,3837610.0,4347316,956.9,597976390.2,652393.7,1.106666667,1.9303095241,0.8236428570999998,-0.03818290138278522
Wheat,2009,Rabi       ,Chhattisgarh,109163.0,118923,956.9,17009778.66,18557.71,1.301764706,1.6692307694000001,0.3674660634000002,-0.026485417028806763
Rice,2009,Kharif     ,Gujarat,658500.0,1228400,618.0,102607470.0,111945.0,1.693529412,3.1420606064,1.4485311943999999,-0.03721874456602503
Rice,2009,Summer     ,Gujarat,21000.0,64600,618.0,3272220.0,3570.0,3.034444444,3.1420606064,0.10761616239999983,-0.03721874456602503
Wheat,2009,Rabi       ,Gujarat,878000.0,2351300,618.0,136809960.0,149260.0,2.617692308,3.0332275,0.4155351920000001,-0.029867610732680034
Rice,2009,Kharif     ,Haryana,1206435.0,3628000,393.0,187986701.7,205093.95,2.673809524,3.0865714284,0.41276190439999993,-0.02539124459924147
Wheat,2009,Rabi       ,Haryana,2487756.0,10488000,393.0,387642139.9,422918.52,4.133809524,4.736900433,0.6030909089999996,-0.037498547764244536
Rice,2009,Kharif     ,Himachal Pradesh,76186.0,105787,969.9,11871302.52,12951.62,1.484545455,1.6833636360000002,0.19881818100000026,-0.008601833320900254
Wheat,2009,Rabi       ,Himachal Pradesh,350440.0,324174,969.9,54605560.8,59574.8,0.933333333,1.8347499997,0.9014166667000001,-0.006310316858826909
Rice,2009,Kharif     ,Maharashtra,1450000.0,2138100,1002.4,225939000.0,246500.0,1.106071429,2.5297916665,1.4237202375,-0.004910060240706449
Rice,2009,Summer     ,Maharashtra,20600.0,47700,1002.4,3209892.0,3502.0,2.251111111,2.5297916665,0.2786805554999998,-0.004910060240706449
Wheat,2009,Rabi       ,Maharashtra,1080900.0,1740200,1002.4,168425838.0,183753.0,1.53,1.6967999998,0.16679999980000004,-0.014068680620906084
Rice,2009,Kharif     ,Manipur,113890.0,265090,992.5,17746339.8,19361.3,1.923333333,2.3375555556,0.41422222259999986,0.004299556429973661
Wheat,2009,Rabi       ,Manipur,12000.0,25050,992.5,1869840.0,2040.0,2.073333333,2.503333333,0.43000000000000016,-0.012024793398530511
Rice,2009,Kharif     ,Nagaland,168570.0,240310,1225.9,26266577.4,28656.9,1.393636364,2.703333333,1.3096969689999998,-0.05846861003677185
Wheat,2009,Rabi       ,Nagaland,2010.0,2410,1225.9,313198.2,341.7,1.198888889,2.0675,0.8686111109999999,-0.006476481794960914
Rice,2009,Kharif     ,Punjab,2802000.0,11236000,371.3,436607640.0,476340.0,3.9775,4.0065545456,0.029054545600000203,-0.030264221302923056
Wheat,2009,Rabi       ,Punjab,3522000.0,15169000,371.3,548798040.0,598740.0,4.3205,5.0055454544,0.6850454544,-0.029615890455251995
Rice,2009,Kharif     ,Tripura,245538.0,640010,2004.2,38259731.16,41741.46,2.5225,3.109,0.5865,-0.007632106413994544
Wheat,2009,Rabi       ,Tripura,667.0,1323,2004.2,103931.94,113.39,1.9825,2.2276428568,0.24514285680000025,-0.0058513337031468006
Rice,2009,Kharif     ,Uttar Pradesh,5148046.0,10714990,585.8,802168527.7,875167.82,2.00971831,2.5863199999,0.5766016899000004,-0.022382130578575948
Rice,2009,Summer     ,Uttar Pradesh,24695.0,61514,585.8,3847974.9,4198.15,2.13,2.5863199999,0.4563199999000003,-0.022382130578575948
Wheat,2009,Rabi       ,Uttar Pradesh,9668152.0,27518022,585.8,1506491445.0,1643585.84,2.80915493,3.631626667,0.8224717369999999,-0.0330016622187964
Rice,2009,Kharif     ,Uttarakhand,270608.0,551716,847.8,42166138.56,46003.36,1.613846154,3.563333333,1.9494871790000001,-0.026755330127029565
Rice,2009,Rabi       ,Uttarakhand,13775.0,39300,847.8,2146420.5,2341.75,2.85,3.563333333,0.713333333,-0.026755330127029565
Wheat,2009,Rabi       ,Uttarakhand,372846.0,829319,847.8,58096863.72,63383.82,1.674615385,2.216153846,0.541538461,-0.02716342003107162
Rice,2009,Autumn     ,Jharkhand,157262.0,87970,996.1,24504564.84,26734.54,0.515217391,1.817916667,1.302699276,-0.013243453171185455
Rice,2009,Winter     ,Jharkhand,825787.0,504508,996.1,128674130.3,140383.79,0.58625,1.817916667,1.2316666669999998,-0.013243453171185455
Wheat,2009,Rabi       ,Jharkhand,52510.0,61618,996.1,8182108.2,8926.7,1.314166667,2.0730833334,0.7589166664,-0.03585568697142837
Rice,2009,Autumn     ,West Bengal,214062.0,466766,1317.2,33355140.84,36390.54,2.095,3.1652222222,1.0702222222,-0.02538314263621085
Rice,2009,Summer     ,West Bengal,1429703.0,4275871,1317.2,222776321.5,243049.51,2.79,3.1652222222,0.3752222222000001,-0.02538314263621085
Rice,2009,Winter     ,West Bengal,3986330.0,9597968,1317.2,621149940.6,677676.1,2.346111111,3.1652222222,0.8191111112000002,-0.02538314263621085
Wheat,2009,Rabi       ,West Bengal,315888.0,846657,1317.2,49221668.16,53700.96,2.401764706,2.603,0.2012352940000004,-0.02663665735044556
Rice,2009,Whole Year ,Madhya Pradesh,1593071.0,1355660,904.1,248232323.2,270822.07,0.906041667,1.8426666667,0.9366249997,-0.04386481251071414
Wheat,2009,Whole Year ,Madhya Pradesh,4458995.0,8865378,904.1,694800600.9,758029.15,1.8538,3.2639607844,1.4101607844000001,-0.07945078682031362
Rice,2010,Autumn     ,Bihar,495218.0,444042,629.2,82260661.98,118852.32,0.919642857,2.4173135014000002,1.4976706444000003,-0.03139790996179946
Rice,2010,Summer     ,Bihar,84465.0,163031,629.2,14030481.15,20271.6,1.827916667,2.4173135014000002,0.5893968344000002,-0.03139790996179946
Rice,2010,Winter     ,Bihar,2265685.0,2505545,629.2,376352935.3,543764.4,0.979210526,2.4173135014000002,1.4381029754,-0.03139790996179946
Wheat,2010,Rabi       ,Bihar,2100181.0,5094030,629.2,348861065.9,504043.44,2.282631579,2.8600526312000003,0.5774210522000005,-0.03770118343832975
Rice,2010,Kharif     ,Chhattisgarh,3937796.0,6637737,1283.1,654107293.6,945071.04,1.702222222,1.9303095241,0.22808730209999983,-0.03818290138278522
Wheat,2010,Rabi       ,Chhattisgarh,103701.0,121745,1283.1,17225773.11,24888.24,1.395882353,1.6692307694000001,0.2733484164000002,-0.026485417028806763
Rice,2010,Kharif     ,Gujarat,728300.0,1423800,1107.5,120977913.0,174792.0,1.8275,3.1420606064,1.3145606064,-0.03721874456602503
Rice,2010,Summer     ,Gujarat,79800.0,242000,1107.5,13255578.0,19152.0,2.987777778,3.1420606064,0.15428282839999996,-0.03721874456602503
Rice,2010,Kharif     ,Haryana,1243281.0,3465000,639.2,206521406.9,298387.44,2.561428571,3.0865714284,0.5251428574000001,-0.02539124459924147
Wheat,2010,Rabi       ,Haryana,2503963.0,11578000,639.2,415933293.9,600951.12,4.483333333,4.736900433,0.2535670999999997,-0.037498547764244536
Rice,2010,Kharif     ,Himachal Pradesh,75426.0,110238,1319.8,12529012.86,18102.24,1.561818182,1.6833636360000002,0.12154545400000005,-0.008601833320900254
Wheat,2010,Rabi       ,Himachal Pradesh,346936.0,534707,1319.8,57629538.96,83264.64,1.539166667,1.8347499997,0.29558333270000015,-0.006310316858826909
Rice,2010,Kharif     ,Madhya Pradesh,1573535.0,1766596,856.3,261379898.8,377648.4,1.211666667,1.8426666667,0.6309999997,-0.04386481251071414
Wheat,2010,Rabi       ,Madhya Pradesh,4633125.0,9219781,856.3,769608393.7,1111950.0,1.8744,3.2639607844,1.3895607844,-0.07945078682031362
Rice,2010,Kharif     ,Maharashtra,1486200.0,2625100,1389.0,246872682.0,356688.0,1.3116,2.5297916665,1.2181916664999999,-0.004910060240706449
Rice,2010,Summer     ,Maharashtra,29500.0,65800,1389.0,4900245.0,7080.0,2.388888889,2.5297916665,0.14090277750000002,-0.004910060240706449
Rice,2010,Kharif     ,Manipur,212680.0,480240,2160.5,35328274.8,51043.2,1.945555556,2.3375555556,0.39199999959999987,0.004299556429973661
Wheat,2010,Rabi       ,Manipur,2100.0,5250,2160.5,348831.0,504.0,2.475,2.503333333,0.02833333299999996,-0.012024793398530511
Rice,2010,Autumn     ,Mizoram,28562.0,26499,2738.7,4744433.82,6854.88,0.92625,2.3105,1.3842500000000002,-0.013935060165558935
Rice,2010,Kharif     ,Mizoram,12123.0,20697,2738.7,2013751.53,2909.52,1.495,2.3105,0.8155000000000001,-0.013935060165558935
Rice,2010,Rabi       ,Mizoram,7.0,6,2738.7,1162.77,1.68,0.86,2.3105,1.4505000000000003,-0.013935060165558935
Rice,2010,Kharif     ,Nagaland,180060.0,378210,1771.8,29909766.6,43214.4,2.051818182,2.703333333,0.6515151509999999,-0.05846861003677185
Rice,2010,Rabi       ,Nagaland,1330.0,3150,1771.8,220926.3,319.2,2.38,2.703333333,0.3233333329999999,-0.05846861003677185
Wheat,2010,Rabi       ,Nagaland,3120.0,5340,1771.8,518263.2,748.8,1.712222222,2.0675,0.3552777779999998,-0.006476481794960914
Rice,2010,Kharif     ,Punjab,2831000.0,10837000,392.7,470257410.0,679440.0,3.834,4.0065545456,0.17255454560000016,-0.030264221302923056
Wheat,2010,Rabi       ,Punjab,3510000.0,16472000,392.7,583046100.0,842400.0,4.6485,5.0055454544,0.3570454543999997,-0.029615890455251995
Rice,2010,Kharif     ,Tamil Nadu,1905726.0,5792415,1095.2,316560145.9,457374.24,3.597419355,4.2939447004,0.6965253454,-0.03916288575278614
Rice,2010,Kharif     ,Tripura,264558.0,702473,2348.3,43945729.38,63493.92,2.5725,3.109,0.5365000000000002,-0.007632106413994544
Wheat,2010,Rabi       ,Tripura,316.0,637,2348.3,52490.76,75.84,2.02,2.2276428568,0.20764285680000016,-0.0058513337031468006
Rice,2010,Kharif     ,Uttar Pradesh,5631949.0,11938078,742.6,935523048.4,1351667.76,2.052916667,2.5863199999,0.5334033329000003,-0.022382130578575948
Rice,2010,Summer     ,Uttar Pradesh,25121.0,54221,742.6,4172849.31,6029.04,2.032222222,2.5863199999,0.5540977779,-0.022382130578575948
Wheat,2010,Rabi       ,Uttar Pradesh,9636540.0,30000632,742.6,1600725659.0,2312769.6,3.077222222,3.631626667,0.5544044449999999,-0.0330016622187964
Rice,2010,Kharif     ,Uttarakhand,270416.0,495083,1419.0,44918801.76,64899.84,1.540769231,3.563333333,2.022564102,-0.026755330127029565
Rice,2010,Rabi       ,Uttarakhand,15277.0,50503,1419.0,2537662.47,3666.48,2.25,3.563333333,1.313333333,-0.026755330127029565
Wheat,2010,Rabi       ,Uttarakhand,371225.0,882920,1419.0,61664184.75,89094.0,1.863846154,2.216153846,0.3523076920000001,-0.02716342003107162
Rice,2010,Kharif     ,Jammu and Kashmir,261347.0,507404,1352.0,43412350.17,62723.28,1.874,2.0989500000000003,0.2249500000000002,-0.037995517277653615
Wheat,2010,Rabi       ,Jammu and Kashmir,286777.0,442706,1352.0,47636527.47,68826.48,1.468,1.7551142860000002,0.2871142860000002,-0.030876590976433554
Wheat,2010,Rabi       ,Jharkhand,49596.0,54110,694.6,8238391.56,11903.04,1.091666667,2.0730833334,0.9814166664000001,-0.03585568697142837
Rice,2010,Autumn     ,West Bengal,212132.0,453439,1096.0,35237246.52,50911.68,2.081666667,3.1652222222,1.0835555552000002,-0.02538314263621085
Rice,2010,Summer     ,West Bengal,1369892.0,4506848,1096.0,227552760.1,328774.08,3.123888889,3.1652222222,0.04133333320000032,-0.02538314263621085
